Year,Month,Weekday,Site,ED Enc,ED Enc Admitted
2018,6.6,2,B,155,32
2020,1.1,6,B,156,36
2023,6.566666666666666,7,B,188,53
2020,7.433333333333334,2,C,87,23
2021,11.233333333333333,1,C,117,27
2018,2.4,2,A,146,41
2025,3.1333333333333333,3,D,67,13
2021,1.3,7,C,83,22
2023,5.433333333333334,7,D,70,9
2023,8.366666666666667,6,D,64,13
2025,6.166666666666667,5,A,141,36
2025,4.8,5,B,148,47
2021,1.2,4,C,78,23
2018,9.7,6,D,70,10
2023,7.366666666666666,3,B,155,43
2020,4.366666666666666,7,C,50,14
2020,5.833333333333333,2,C,87,26
2024,2.2666666666666666,5,D,73,17
2019,11.766666666666666,7,B,187,44
2019,8.6,1,D,68,14
2023,10.4,5,C,103,32
2021,10.433333333333334,4,D,78,19
2024,2.5666666666666664,7,D,71,12
2019,8.833333333333334,1,D,89,13
2023,3.4333333333333336,2,C,100,33
2020,8.6,3,B,166,47
2019,10.633333333333333,7,B,160,38
2020,11.566666666666666,3,C,84,34
2019,9.8,3,C,93,25
2018,12.0,6,A,97,28
2023,11.933333333333334,3,B,181,58
2024,3.966666666666667,6,C,98,30
2020,12.6,6,C,76,18
2020,8.2,5,B,160,34
2021,8.933333333333334,7,D,79,14
2021,12.633333333333333,1,D,62,13
2023,2.0,3,D,63,9
2020,7.666666666666667,2,C,95,35
2023,2.8,6,A,104,38
2024,12.2,6,D,72,15
2022,1.9666666666666668,7,A,110,32
2019,5.0,3,D,72,15
2020,11.733333333333333,1,D,58,14
2022,4.866666666666667,3,D,62,8
2018,3.4,2,A,105,35
2024,4.5,2,B,164,42
2022,10.2,5,B,167,46
2022,11.5,3,C,95,30
2023,4.2,5,A,118,38
2018,11.433333333333334,3,D,63,8
2020,9.1,5,C,93,38
2023,9.333333333333334,1,A,138,42
2024,5.633333333333333,1,C,109,39
2020,8.4,4,A,113,30
2018,2.8666666666666667,2,D,57,6
2025,8.633333333333333,3,B,172,43
2021,13.0,5,C,95,21
2019,8.9,3,C,102,33
2021,2.3666666666666667,5,B,121,40
2025,3.5666666666666664,2,B,177,43
2019,5.966666666666667,4,A,113,29
2022,6.633333333333333,1,A,125,41
2023,9.3,7,C,120,32
2019,2.4333333333333336,4,D,64,18
2018,2.1666666666666665,2,D,50,15
2019,4.433333333333334,7,B,161,35
2022,3.5,3,C,83,37
2021,7.233333333333333,4,B,170,33
2024,10.833333333333334,6,C,102,32
2021,3.5666666666666664,4,A,114,41
2024,7.5,2,B,166,40
2024,3.2,4,A,155,55
2025,2.6,3,B,178,46
2023,8.233333333333333,2,B,178,52
2022,8.966666666666667,2,C,108,23
2024,11.433333333333334,4,C,106,36
2021,6.866666666666667,7,A,112,23
2022,7.0,5,A,125,40
2022,8.966666666666667,2,B,187,50
2023,6.966666666666667,5,C,108,35
2020,12.433333333333334,1,B,137,41
2018,7.433333333333334,6,D,97,12
2020,9.233333333333333,2,D,58,13
2023,10.266666666666667,1,A,131,50
2022,1.5666666666666667,2,C,94,24
2025,8.4,3,A,144,45
2019,1.9333333333333333,2,C,84,24
2019,4.1,4,D,60,18
2019,6.733333333333333,7,D,86,16
2023,11.433333333333334,2,D,65,10
2022,4.1,1,C,114,39
2023,1.3333333333333333,3,C,88,29
2018,12.4,4,D,62,11
2020,5.2,4,B,130,36
2023,6.333333333333333,7,B,166,33
2025,4.866666666666667,7,D,65,11
2023,8.233333333333333,2,D,76,8
2019,7.933333333333334,1,B,167,52
2018,7.2,6,C,96,34
2019,3.1666666666666665,3,A,120,42
2019,12.3,2,B,151,31
2020,7.5,4,D,66,14
2018,11.033333333333333,5,C,71,28
2022,12.733333333333333,5,D,62,9
2024,8.966666666666667,5,D,60,5
2019,9.666666666666666,6,A,120,25
2020,3.5,1,C,82,20
2018,11.1,7,D,80,13
2018,10.6,5,C,84,26
2024,4.933333333333334,1,A,139,36
2024,3.3333333333333335,1,B,185,48
2023,1.0,7,D,77,13
2022,11.4,7,B,208,49
2020,6.233333333333333,1,B,164,46
2022,8.833333333333334,5,C,110,25
2023,5.466666666666667,1,A,140,57
2018,11.166666666666666,2,D,65,15
2021,5.2,5,A,115,32
2020,12.266666666666667,3,B,128,28
2020,6.533333333333333,3,D,73,16
2020,5.466666666666667,5,A,98,32
2018,4.866666666666667,5,C,85,23
2022,12.833333333333334,1,D,69,12
2023,4.266666666666667,7,C,102,29
2023,6.933333333333334,4,C,91,31
2018,1.6666666666666665,7,A,133,39
2025,4.866666666666667,7,A,105,34
2024,6.466666666666667,6,D,71,12
2024,7.566666666666666,4,C,91,24
2021,3.966666666666667,2,D,58,14
2023,4.233333333333333,6,A,121,37
2019,4.6,5,B,154,41
2023,9.0,4,B,189,54
2018,5.266666666666667,3,D,69,17
2019,5.366666666666666,7,D,74,13
2018,10.333333333333334,4,C,101,30
2018,6.966666666666667,6,B,150,33
2021,4.2,3,C,109,38
2021,4.833333333333333,1,C,96,31
2019,10.266666666666667,3,A,121,43
2021,3.966666666666667,2,A,97,31
2019,9.0,7,B,169,49
2024,12.7,7,B,204,61
2019,6.933333333333334,6,A,120,36
2022,9.3,6,D,52,7
2021,10.966666666666667,6,D,82,10
2020,4.866666666666667,1,C,73,21
2023,10.7,7,D,59,12
2023,5.933333333333334,1,B,206,48
2024,1.0333333333333334,2,A,149,44
2024,6.233333333333333,6,B,192,54
2022,2.533333333333333,4,C,95,24
2023,7.166666666666667,4,A,119,34
2023,10.5,1,C,113,37
2025,8.1,1,C,127,43
2021,5.533333333333333,1,B,166,59
2024,11.666666666666666,4,B,154,49
2022,4.0,5,C,100,35
2023,4.6,3,C,101,33
2020,10.166666666666666,2,C,79,21
2022,12.966666666666667,5,C,92,20
2023,8.466666666666667,2,C,116,26
2020,5.366666666666666,2,D,45,8
2021,10.333333333333334,1,A,136,37
2018,6.866666666666667,3,A,128,27
2023,10.933333333333334,7,C,89,26
2021,12.966666666666667,4,D,62,9
2025,3.533333333333333,1,A,130,29
2023,2.1333333333333333,7,B,192,47
2022,12.066666666666666,6,D,65,3
2023,7.033333333333333,7,C,113,28
2019,4.233333333333333,1,C,108,38
2024,11.733333333333333,6,C,97,30
2019,8.0,4,D,65,18
2022,5.666666666666667,6,A,105,29
2018,6.633333333333333,3,D,69,10
2023,5.966666666666667,2,B,197,57
2021,6.633333333333333,7,A,128,36
2023,12.0,5,A,109,32
2018,1.3333333333333333,4,B,132,38
2023,10.0,7,B,204,48
2019,4.0,1,B,140,36
2021,3.6333333333333333,6,C,97,25
2021,8.433333333333334,6,D,86,14
2018,8.266666666666667,4,D,77,12
2023,11.8,6,D,66,17
2022,9.233333333333333,4,C,85,25
2019,1.1,5,D,66,16
2022,3.8666666666666667,7,A,97,28
2021,11.733333333333333,2,D,72,10
2024,6.7,6,C,120,43
2019,7.1,4,D,86,21
2021,11.4,6,D,64,11
2023,11.4,1,A,133,46
2023,3.5666666666666664,6,A,115,40
2022,6.933333333333334,3,A,107,32
2019,3.6,2,C,102,29
2022,7.333333333333333,1,A,140,36
2021,4.433333333333334,3,D,84,14
2024,5.166666666666667,1,D,78,15
2023,1.8,3,C,101,32
2019,5.433333333333334,2,B,133,34
2018,10.3,3,A,117,36
2022,5.2,6,A,121,38
2022,4.9,4,D,49,6
2019,10.566666666666666,5,C,82,19
2019,11.266666666666667,6,C,106,24
2022,8.933333333333334,1,A,151,49
2018,7.933333333333334,7,C,89,17
2023,1.1333333333333333,4,A,133,48
2025,3.2,5,B,191,49
2021,10.933333333333334,5,D,88,12
2024,11.0,5,C,114,39
2018,4.7,7,D,80,11
2023,7.3,1,A,136,51
2024,3.5,6,B,167,43
2023,6.0,3,C,124,46
2019,4.8,4,D,68,9
2019,8.5,5,B,160,37
2019,6.666666666666667,5,A,104,38
2023,8.066666666666666,4,B,198,47
2018,10.766666666666666,3,C,82,24
2022,6.0,3,A,136,52
2018,2.1666666666666665,2,A,119,32
2024,6.266666666666667,7,A,110,24
2021,7.4,2,C,97,28
2018,8.833333333333334,7,A,132,35
2024,9.6,4,D,93,18
2020,5.466666666666667,5,B,147,30
2020,5.633333333333333,3,D,54,8
2018,11.966666666666667,5,B,158,32
2022,4.5,6,B,150,41
2025,6.333333333333333,3,A,112,42
2023,10.1,3,C,102,26
2022,4.266666666666667,6,C,104,30
2024,12.133333333333333,4,C,97,25
2018,9.533333333333333,1,A,135,37
2019,6.2,5,C,102,35
2020,12.166666666666666,7,C,84,35
2021,4.566666666666666,7,A,120,38
2019,8.833333333333334,1,B,138,36
2021,4.066666666666666,6,C,104,22
2021,3.5,2,A,103,40
2023,6.133333333333334,1,C,136,39
2024,8.8,7,B,181,43
2020,11.633333333333333,5,D,43,10
2021,3.1666666666666665,6,A,117,40
2022,1.5666666666666667,2,A,127,38
2025,1.2,2,B,168,53
2021,5.933333333333334,6,B,163,48
2020,8.866666666666667,4,A,117,40
2025,8.3,7,A,131,41
2018,5.7,2,B,175,45
2023,7.1,2,C,94,23
2024,7.066666666666666,3,C,102,28
2020,8.266666666666667,7,D,76,10
2020,8.2,5,D,78,19
2021,8.666666666666666,6,C,130,30
2023,3.9333333333333336,3,B,178,55
2019,4.2,7,C,89,30
2022,11.266666666666667,3,A,125,57
2019,12.233333333333333,7,C,89,23
2024,4.733333333333333,2,C,87,36
2018,3.033333333333333,5,D,67,7
2023,8.0,2,D,58,9
2024,8.733333333333333,5,B,172,51
2023,3.466666666666667,3,A,133,42
2020,9.633333333333333,7,A,133,48
2023,8.633333333333333,7,A,137,42
2020,7.366666666666666,7,D,94,12
2022,5.6,4,C,92,29
2024,2.533333333333333,6,C,89,28
2020,5.933333333333334,5,B,144,43
2019,8.0,3,A,115,39
2024,1.6666666666666665,7,D,71,16
2018,4.9,6,C,83,19
2022,2.0,1,D,68,8
2021,9.466666666666667,3,C,93,28
2021,5.6,3,A,118,39
2019,9.0,6,D,87,6
2022,12.066666666666666,6,C,103,34
2022,2.3666666666666667,6,B,144,37
2025,1.1333333333333333,7,A,114,46
2021,7.0,4,A,131,42
2021,7.5,5,A,138,43
2021,1.9333333333333333,5,C,70,30
2023,1.2333333333333334,7,D,72,8
2023,9.733333333333333,6,C,97,24
2022,2.5,3,C,88,25
2023,4.866666666666667,4,D,60,13
2019,4.666666666666667,7,D,64,11
2023,4.4,4,D,60,9
2018,8.766666666666666,5,C,84,26
2020,6.533333333333333,3,B,164,40
2025,8.666666666666666,4,A,129,42
2019,3.7,5,C,80,21
2020,7.1,6,B,143,27
2019,2.7,5,A,121,34
2022,10.933333333333334,6,D,64,9
2020,5.533333333333333,7,C,63,21
2023,5.0,1,C,112,35
2022,12.166666666666666,2,C,107,23
2019,7.3,3,A,105,29
2019,8.9,3,B,157,42
2019,8.133333333333333,1,C,89,24
2021,7.633333333333333,2,A,137,47
2019,11.7,5,D,48,6
2025,7.8,5,D,89,12
2023,1.6333333333333333,5,C,98,25
2022,10.866666666666667,4,B,180,50
2025,1.8333333333333335,7,B,190,41
2020,9.133333333333333,6,D,70,10
2025,7.866666666666667,7,A,126,39
2024,5.066666666666666,5,C,111,37
2021,6.833333333333333,6,B,168,33
2019,5.6,7,C,96,23
2021,10.3,7,B,169,34
2024,8.933333333333334,4,A,112,37
2025,3.7333333333333334,7,A,107,35
2021,1.8333333333333335,2,D,68,15
2021,2.1666666666666665,6,D,51,3
2020,5.933333333333334,5,C,87,35
2024,7.4,6,A,122,33
2018,5.7,2,C,76,19
2020,7.766666666666667,5,B,135,34
2022,7.933333333333334,5,B,161,44
2022,2.466666666666667,2,B,172,42
2018,4.033333333333333,1,C,81,29
2020,12.5,3,C,73,26
2024,4.466666666666667,1,B,191,52
2019,7.166666666666667,6,D,92,13
2020,4.9,2,A,78,24
2022,5.533333333333333,2,B,166,39
2020,10.533333333333333,6,C,102,30
2018,5.9,1,D,106,13
2024,8.733333333333333,5,A,136,53
2024,10.666666666666666,1,B,180,39
2019,7.6,5,D,80,15
2022,1.1,2,A,164,34
2022,2.6,6,C,97,25
2023,9.833333333333334,2,D,93,11
2021,9.133333333333333,7,A,129,35
2018,6.0,4,B,145,35
2023,2.7,3,C,116,40
2022,5.2,6,D,58,12
2019,4.866666666666667,6,A,111,26
2022,2.5,3,A,125,26
2021,9.733333333333333,4,B,165,45
2019,1.9,1,A,141,36
2018,5.266666666666667,3,C,88,12
2025,1.1666666666666667,1,D,81,17
2023,8.4,7,A,124,30
2021,2.6,5,B,138,35
2018,11.266666666666667,5,D,62,16
2023,6.233333333333333,4,C,106,36
2023,5.933333333333334,1,C,115,29
2020,10.066666666666666,6,B,153,29
2022,1.8333333333333335,3,D,65,8
2023,9.633333333333333,3,C,89,40
2024,12.4,5,C,119,31
2021,11.533333333333333,3,A,135,45
2018,7.0,7,A,123,35
2022,6.933333333333334,3,C,93,28
2023,12.966666666666667,6,C,125,34
2021,2.533333333333333,3,A,95,34
2022,5.733333333333333,1,B,180,46
2020,5.966666666666667,6,C,73,26
2023,7.333333333333333,2,A,132,38
2023,8.033333333333333,3,D,88,14
2021,8.0,7,B,199,42
2019,5.166666666666667,1,B,154,38
2019,9.4,5,D,87,14
2024,2.7,4,C,102,37
2024,11.166666666666666,3,A,127,32
2024,9.266666666666667,1,B,198,52
2022,11.1,5,C,104,35
2023,3.033333333333333,4,A,124,44
2018,6.0,5,A,115,51
2019,5.8,6,D,74,9
2018,12.4,4,C,85,28
2022,2.2666666666666666,3,A,123,27
2021,9.033333333333333,4,A,134,44
2021,3.1666666666666665,6,C,86,32
2018,9.266666666666667,7,A,97,27
2025,4.333333333333333,5,D,63,11
2022,11.533333333333333,4,C,81,19
2024,3.3333333333333335,1,A,145,54
2018,5.666666666666667,1,A,134,43
2020,12.033333333333333,3,C,75,29
2022,11.766666666666666,4,C,94,36
2020,2.4333333333333336,5,C,105,26
2019,4.466666666666667,1,A,144,54
2019,10.233333333333333,2,A,121,43
2020,12.166666666666666,7,A,104,32
2022,4.4,3,A,108,36
2020,6.933333333333334,1,B,157,51
2022,11.9,1,C,98,32
2024,4.166666666666667,6,C,97,30
2019,1.8,5,D,66,14
2023,8.633333333333333,7,B,178,42
2020,10.333333333333334,7,B,187,45
2020,3.3,2,B,172,49
2019,6.433333333333334,5,B,142,37
2021,12.8,6,C,103,27
2022,3.0,2,B,144,41
2021,7.966666666666667,5,D,77,16
2025,3.5666666666666664,2,D,63,7
2024,6.4,4,C,120,34
2018,11.7,4,A,109,33
2023,2.2666666666666666,4,A,125,34
2020,1.3,5,B,134,43
2018,12.3,1,D,54,7
2021,10.833333333333334,2,D,90,7
2024,11.766666666666666,7,B,185,46
2019,10.866666666666667,7,A,105,32
2023,3.533333333333333,5,B,138,42
2025,4.733333333333333,3,A,117,41
2025,6.666666666666667,6,D,91,13
2019,5.1,6,D,73,6
2022,2.033333333333333,3,A,102,29
2020,4.5,4,B,105,30
2021,2.0,7,C,85,21
2023,4.633333333333333,4,C,104,36
2023,10.3,2,A,108,41
2019,8.233333333333333,4,A,143,45
2024,2.3,6,B,201,32
2025,1.4,1,C,97,23
2021,11.533333333333333,3,D,78,17
2021,4.633333333333333,2,B,161,51
2019,5.933333333333334,3,C,68,21
2023,3.9,2,B,155,41
2018,1.3,3,D,77,10
2021,6.066666666666666,4,B,182,40
2018,2.3,6,C,82,29
2021,8.033333333333333,1,D,83,5
2021,12.3,5,A,115,32
2022,8.0,1,B,189,50
2019,10.2,1,A,140,49
2021,4.666666666666667,3,C,78,28
2025,3.2666666666666666,7,D,64,13
2024,12.3,2,B,181,61
2018,3.7333333333333334,5,D,71,14
2022,5.366666666666666,4,D,70,10
2021,12.433333333333334,2,D,74,8
2018,4.833333333333333,4,C,72,22
2025,3.7666666666666666,1,A,137,36
2024,5.666666666666667,2,D,65,11
2024,7.266666666666667,2,D,67,12
2021,10.9,4,A,134,44
2021,3.0,1,D,67,12
2024,3.2666666666666666,6,A,103,34
2023,11.766666666666666,5,B,168,56
2025,6.966666666666667,1,A,119,39
2024,11.133333333333333,2,C,99,35
2021,2.1666666666666665,6,A,114,33
2023,10.433333333333334,6,B,195,51
2021,4.066666666666666,6,B,156,34
2023,5.1,4,D,71,11
2019,10.8,5,B,142,37
2019,6.233333333333333,6,B,170,43
2019,4.0,7,B,160,32
2022,6.766666666666667,5,B,165,48
2018,9.0,6,C,93,24
2020,4.766666666666667,5,B,117,35
2022,12.5,5,B,160,40
2024,12.8,3,C,110,27
2024,8.1,7,A,122,38
2022,11.933333333333334,2,D,92,8
2019,12.9,6,B,159,32
2021,6.066666666666666,4,C,83,27
2019,9.766666666666666,2,C,104,20
2020,4.166666666666667,1,A,85,24
2022,4.966666666666667,6,A,115,31
2019,9.333333333333334,3,C,79,26
2023,10.666666666666666,6,C,98,30
2019,3.7333333333333334,6,A,132,41
2022,7.5,6,A,111,32
2023,7.8,2,C,122,35
2020,4.6,7,C,72,13
2023,6.766666666666667,6,C,98,29
2023,2.8333333333333335,7,D,60,10
2022,1.1666666666666667,4,A,139,33
2023,6.166666666666667,2,A,131,42
2021,6.3,4,B,176,53
2018,12.066666666666666,1,D,65,14
2018,7.1,3,A,97,27
2025,8.466666666666667,5,C,124,44
2024,8.266666666666667,5,D,90,20
2019,9.2,6,A,139,39
2024,8.833333333333334,1,B,192,51
2022,7.166666666666667,3,C,102,32
2021,9.366666666666667,7,C,114,26
2023,4.2,5,C,94,25
2021,7.933333333333334,4,D,82,12
2018,9.766666666666666,1,C,85,28
2020,6.3,3,D,67,19
2019,2.7,5,C,102,30
2024,9.5,1,B,182,59
2019,9.2,6,D,67,13
2019,9.833333333333334,4,B,148,37
2020,12.6,6,B,113,22
2024,11.633333333333333,3,B,163,53
2024,4.733333333333333,2,B,176,47
2021,12.166666666666666,1,D,69,9
2020,7.966666666666667,4,C,78,18
2019,12.433333333333334,6,B,166,34
2018,2.033333333333333,5,A,115,36
2021,1.6,2,A,94,37
2021,7.533333333333333,6,D,96,16
2024,1.5333333333333332,3,D,61,14
2018,12.9,5,A,122,39
2020,7.1,6,A,109,25
2020,12.733333333333333,3,C,67,26
2020,8.4,4,D,55,8
2020,3.2333333333333334,7,A,123,40
2025,3.1666666666666665,4,C,110,38
2019,9.733333333333333,1,C,106,36
2023,11.133333333333333,7,D,85,15
2025,1.0666666666666667,5,C,114,45
2023,1.8,3,A,127,35
2020,1.4333333333333333,2,C,75,28
2023,7.133333333333334,3,C,119,41
2018,4.933333333333334,7,C,114,38
2021,2.033333333333333,2,D,61,10
2025,3.4333333333333336,5,A,162,54
2022,1.7666666666666666,1,C,101,24
2023,4.233333333333333,6,B,162,30
2020,8.333333333333334,2,D,64,12
2023,6.233333333333333,4,D,78,12
2021,8.566666666666666,3,A,138,38
2019,10.466666666666667,2,A,124,36
2020,6.066666666666666,3,A,109,45
2024,5.433333333333334,2,C,104,39
2024,12.133333333333333,4,D,52,14
2020,8.733333333333333,7,B,156,32
2024,10.133333333333333,6,A,129,37
2022,2.7,2,C,84,28
2022,1.2666666666666666,7,D,62,13
2023,2.066666666666667,5,D,53,9
2019,7.633333333333333,6,D,68,9
2022,7.733333333333333,6,B,187,49
2018,5.2,1,C,88,32
2019,12.866666666666667,5,C,87,28
2021,6.0,2,A,145,52
2020,5.8,1,A,95,33
2021,9.666666666666666,2,B,174,40
2019,12.4,5,C,81,25
2023,6.7,4,C,106,37
2020,11.033333333333333,1,C,113,26
2019,2.4333333333333336,4,C,82,32
2021,9.733333333333333,4,C,108,28
2025,6.566666666666666,3,C,107,33
2020,12.133333333333333,6,B,134,33
2022,10.3,1,C,104,34
2025,8.6,2,C,105,39
2022,8.8,4,D,89,11
2019,9.566666666666666,3,B,153,43
2018,1.7666666666666666,3,C,91,25
2023,8.866666666666667,7,B,189,43
2022,7.2,4,B,180,48
2020,2.466666666666667,6,C,101,21
2023,5.066666666666666,3,C,97,32
2023,10.233333333333333,7,A,137,41
2024,10.833333333333334,6,A,106,30
2022,11.333333333333334,5,C,104,40
2022,8.0,7,C,94,34
2024,6.166666666666667,4,C,105,28
2021,2.033333333333333,2,A,109,41
2023,8.233333333333333,2,A,138,47
2025,3.1333333333333333,3,B,164,57
2022,2.466666666666667,2,C,103,35
2018,9.166666666666666,4,B,173,55
2020,6.433333333333334,7,C,71,18
2021,6.966666666666667,3,D,65,15
2019,10.733333333333333,3,B,148,41
2021,6.066666666666666,4,D,80,10
2018,4.033333333333333,1,B,147,35
2019,8.0,3,C,87,22
2025,4.233333333333333,2,B,178,68
2019,1.1,5,B,147,37
2023,6.733333333333333,5,B,161,51
2018,8.9,2,D,83,17
2022,11.0,1,A,133,44
2021,12.466666666666667,3,D,76,16
2019,7.5,2,D,93,10
2019,11.333333333333334,1,D,77,11
2020,3.2,6,D,68,10
2019,2.466666666666667,5,A,114,40
2021,11.1,4,C,102,30
2019,9.9,6,A,122,35
2020,11.2,6,D,76,8
2025,7.933333333333334,2,D,91,20
2022,8.6,5,A,110,38
2023,5.633333333333333,6,B,190,33
2022,8.833333333333334,5,A,113,38
2019,9.233333333333333,7,B,168,30
2020,9.4,7,C,83,22
2022,8.3,3,C,93,33
2021,11.966666666666667,2,B,187,41
2022,10.633333333333333,4,A,137,44
2023,9.366666666666667,2,C,123,48
2018,7.366666666666666,4,B,180,38
2019,8.466666666666667,4,D,66,11
2021,4.0,3,A,134,43
2022,4.5,6,D,65,13
2019,3.2,4,B,174,49
2019,12.6,4,B,162,42
2024,12.066666666666666,2,C,91,34
2021,1.1666666666666667,3,C,68,19
2023,10.333333333333334,3,B,191,44
2018,9.566666666666666,2,A,129,37
2023,11.5,4,B,171,49
2020,11.966666666666667,1,C,88,24
2023,3.7333333333333334,4,B,183,51
2024,6.566666666666666,2,A,128,42
2022,8.266666666666667,2,D,63,9
2019,1.5,3,A,119,45
2024,1.4,6,B,133,33
2021,1.9333333333333333,5,D,56,10
2024,12.6,4,A,115,36
2019,1.3666666666666667,6,C,88,30
2024,7.633333333333333,6,D,69,10
2020,2.9333333333333336,6,C,90,33
2024,11.666666666666666,4,D,66,11
2020,7.833333333333333,7,D,69,14
2021,11.766666666666666,3,A,131,43
2019,1.0666666666666667,4,B,149,41
2023,4.2,5,B,162,43
2025,4.766666666666667,4,B,178,53
2018,5.166666666666667,7,B,195,38
2020,1.5,4,C,89,27
2024,8.433333333333334,3,C,96,33
2018,10.566666666666666,4,C,99,30
2025,3.2333333333333334,6,D,61,11
2024,9.366666666666667,4,C,95,31
2022,8.066666666666666,3,C,106,30
2023,3.0,3,A,131,39
2019,4.033333333333333,2,B,131,31
2019,7.533333333333333,3,C,75,20
2018,8.133333333333333,7,A,117,31
2018,5.933333333333334,2,D,61,13
2021,10.1,1,D,81,12
2022,3.6,6,D,57,5
2019,4.233333333333333,1,B,174,48
2022,12.766666666666666,6,A,112,32
2022,3.1,5,C,78,30
2018,10.166666666666666,6,D,67,7
2023,12.1,1,B,171,55
2020,7.566666666666666,6,C,91,29
2023,9.566666666666666,1,A,158,47
2018,5.4,7,D,69,8
2025,7.7,2,D,88,12
2023,1.5666666666666667,3,B,180,44
2019,5.133333333333334,7,C,109,35
2025,1.3666666666666667,7,D,58,13
2023,8.6,6,B,188,47
2020,11.0,7,C,90,19
2020,3.1666666666666665,5,B,174,42
2019,9.5,1,C,101,24
2018,8.2,2,B,160,34
2024,12.1,3,D,57,9
2023,8.333333333333334,5,C,105,42
2018,1.9,7,A,130,41
2021,5.066666666666666,1,B,186,50
2024,3.3666666666666667,2,C,105,27
2019,11.3,7,C,85,29
2022,13.0,6,C,77,22
2020,2.7666666666666666,1,D,75,13
2018,7.666666666666667,6,A,109,35
2022,4.766666666666667,7,D,67,13
2019,8.133333333333333,1,B,197,42
2024,6.8,2,C,117,40
2023,4.7,6,D,55,8
2021,8.533333333333333,2,B,182,39
2024,11.866666666666667,3,C,92,31
2020,6.866666666666667,6,D,64,11
2021,1.8,1,D,51,8
2024,7.5,2,C,106,31
2021,4.033333333333333,5,A,125,46
2023,2.3,5,A,112,41
2021,8.733333333333333,1,A,133,39
2018,11.066666666666666,6,D,84,11
2024,10.366666666666667,6,C,107,41
2023,10.2,6,B,181,44
2023,12.133333333333333,2,C,109,34
2023,5.966666666666667,2,A,124,47
2025,7.533333333333333,4,A,113,37
2018,1.8666666666666667,6,C,86,21
2020,9.733333333333333,3,A,107,37
2020,4.833333333333333,7,A,81,28
2022,11.333333333333334,5,B,164,56
2020,9.266666666666667,3,C,62,23
2021,8.5,1,B,172,40
2024,3.1666666666666665,3,C,110,42
2020,1.5666666666666667,6,A,109,23
2025,3.6666666666666665,5,C,105,33
2020,7.3,5,D,79,11
2025,7.866666666666667,7,B,169,37
2023,10.633333333333333,5,C,103,33
2024,6.933333333333334,6,C,107,25
2022,10.133333333333333,3,D,71,8
2018,8.466666666666667,3,C,107,28
2020,5.3,7,B,142,42
2020,5.4,3,D,57,11
2024,11.366666666666667,2,B,175,52
2018,3.6,1,B,156,43
2025,3.966666666666667,7,A,121,39
2024,5.666666666666667,2,A,121,50
2025,5.033333333333333,5,A,137,40
2021,9.0,2,B,167,35
2024,6.0,6,D,60,10
2021,10.666666666666666,4,B,139,45
2020,8.5,7,C,107,28
2025,4.8,5,A,155,55
2020,12.4,7,C,65,18
2021,2.3333333333333335,4,D,62,8
2022,3.966666666666667,3,D,58,12
2018,8.766666666666666,5,D,67,14
2022,2.3333333333333335,5,C,96,35
2019,4.533333333333333,3,D,65,16
2018,10.333333333333334,4,A,105,28
2022,11.7,2,D,58,11
2022,11.9,1,B,196,42
2020,9.333333333333334,5,C,86,29
2021,9.533333333333333,5,B,170,40
2024,10.6,6,C,94,28
2022,6.8,6,A,160,40
2020,8.733333333333333,7,C,79,20
2022,8.933333333333334,1,D,91,18
2024,6.133333333333334,3,D,77,14
2018,12.466666666666667,6,C,82,25
2020,5.566666666666666,1,A,93,33
2020,1.4,1,B,164,40
2021,4.5,5,A,143,49
2021,3.8333333333333335,5,A,123,40
2020,11.533333333333333,2,A,98,30
2022,4.233333333333333,5,D,68,10
2024,7.166666666666667,6,B,179,47
2021,9.766666666666666,5,B,155,46
2018,3.466666666666667,4,C,91,25
2018,7.666666666666667,6,C,92,32
2025,1.8333333333333335,7,C,98,30
2023,11.7,3,C,101,29
2021,9.3,5,D,74,7
2025,5.766666666666667,6,B,182,38
2018,11.133333333333333,1,C,86,30
2021,12.666666666666666,2,C,82,21
2021,10.4,3,B,163,40
2023,3.6666666666666665,2,B,147,39
2025,2.8333333333333335,3,B,181,43
2023,6.433333333333334,3,C,103,24
2019,12.5,1,D,93,12
2019,12.733333333333333,1,C,106,33
2020,2.6333333333333333,4,D,71,15
2023,10.833333333333334,4,A,145,49
2024,12.666666666666666,6,A,127,38
2023,12.9,4,A,140,54
2019,8.7,4,C,99,36
2022,11.0,1,C,96,26
2023,10.833333333333334,4,C,89,34
2021,6.0,2,C,99,36
2025,7.266666666666667,3,D,97,19
2019,6.033333333333333,7,B,170,33
2021,11.6,5,A,139,32
2020,1.6666666666666665,2,A,115,32
